video_id,link,account,desc,harmful,reasoning,day
7526937258897739030,https://www.tiktok.com/@temp/video/7526937258897739030,logs_c1,bell'idea......,not harmful,"The description ""bell'idea"" (which translates to ""good idea"" in English) does not indicate any harmful content based on the provided framework. It lacks context that would suggest it involves any of the harmful categories listed.",Thursday
7527637221105503510,https://www.tiktok.com/@temp/video/7527637221105503510,logs_c1,+ loco di te..,not harmful,"The description ""loco di te"" is vague and does not explicitly reference any harmful content categories such as disordered eating, self-harm, dangerous activities, or any other harmful behaviors. It appears to be a benign or affectionate phrase, possibly in another language, and does not suggest any content that would be harmful to minors.",Thursday
7526263941396483350,https://www.tiktok.com/@temp/video/7526263941396483350,logs_c1,POV: Quando gareggi contro un bianco,harmful,"This description could imply racial stereotypes or promote racial competition, which falls under hate speech or behavior. It is important to prevent minors from being exposed to content that could perpetuate racial biases or discrimination.",Thursday
7526946789207903510,https://www.tiktok.com/@temp/video/7526946789207903510,logs_c1,#chiarafacchetti @Chiara Facchetti,not harmful,The description does not contain any explicit or implicit reference to harmful content based on the provided framework. It appears to be a simple mention or tag of a user.,Thursday
7526943912662027542,https://www.tiktok.com/@temp/video/7526943912662027542,logs_c1,"con tutto il rispetto per Brad Pitt e, ma qua siamo in forma smaliante, con grandi risultati e in piene forze😏",not harmful,"The description appears to be a positive statement about being in great shape and achieving good results, with a light-hearted comparison to Brad Pitt. It does not fall under any of the harmful content categories listed.",Thursday
7526246537375190278,https://www.tiktok.com/@temp/video/7526246537375190278,logs_c1,#charevelacao 🩷💙,not harmful,"The description ""#charevelacao 🩷💙"" suggests a gender reveal party, which is generally a celebratory event and does not fall under any of the harmful content categories listed.",Thursday
7526610866733681942,https://www.tiktok.com/@temp/video/7526610866733681942,logs_c1,,unclear,"I'm sorry, but I need a description of the TikTok video to classify it as 'harmful' or 'not harmful'. Could you please provide the description?",Thursday
7526202804948536598,https://www.tiktok.com/@temp/video/7526202804948536598,logs_c1,Hahahahaha i love this trend #fyp,not harmful,The description is vague and does not reference any specific harmful content or activity. It simply expresses enjoyment of a trend without indicating what the trend involves.,Thursday
7526670715777551638,https://www.tiktok.com/@temp/video/7526670715777551638,logs_c1,A’chiena #capagna #chiena #achiena #acqua #neiperte #achiena,not harmful,"The description appears to be a series of hashtags related to a specific event or activity, possibly involving water (""acqua""). There is no indication of any harmful content based on the provided framework.",Thursday
7526973477438459158,https://www.tiktok.com/@temp/video/7526973477438459158,logs_c1,esperienza #perte #trekking #dolomiti #auronzo #trecimedilavaredo #cinesi #grotta,not harmful,"The description appears to be about a trekking experience in the Dolomites, specifically at Tre Cime di Lavaredo, and includes hashtags related to the location and activity. There is no indication of harmful content related to the provided framework.",Thursday
7527328321701481750,https://www.tiktok.com/@temp/video/7527328321701481750,logs_c1,Finalmente il momento é arrivato.,not harmful,"The description ""Finalmente il momento é arrivato"" translates to ""Finally the moment has arrived"" in English. It is vague and does not indicate any harmful content based on the provided framework.",Thursday
7525875310387023126,https://www.tiktok.com/@temp/video/7525875310387023126,logs_c1,,unclear,"I'm sorry, but it seems like you haven't provided any TikTok video descriptions for me to classify. Could you please provide the descriptions you would like me to evaluate?",Thursday
7525761551710588182,https://www.tiktok.com/@temp/video/7525761551710588182,logs_c1,7525092050409213191 7522548886532115734 7526045395546443030 7525420764900642070 7520166948001320214 7516671680916360470 7511065809528147222 7527520957162884374 7526582419839831318 7525495063346941206 7523154134309063958 7520252571496221974 11:58 ll #speedupsongs #speedupaudios #viral #songs #foryou Turn Off The Phone>>> Spotify playlist in bio! #viral #fyp #aesthetic #slowedsongs #slowedandreverb #slowed #starjanzc #audios #brazil🇧🇷 wait a minute >>>> #slowed #lynxslwd #slowedsongs #slowedandreverb #songs #audios #viral #fyp GET OUT #fyp #fypシ゚ #perte #neiperte #viral #virale Trova la Verità con @♡𝒢𝒾𝓊𝓁𝒾𝒶♡ e @Fubbe 📈 #wearezoomer Vi è mai capitato #perte #occhichiari damnnn #perteeee #panificiolucaacribologna #calabria #maledettobisogno #neipertee #trattoristipazzi😂🤟🏻🚜 #scuderia208 #Meme #MemeCut #CapCut 😅 Taggala.. #viral #viralvideo #virale #trap_mus__ic #teladedico #video #red💔,not harmful,"The video descriptions provided do not contain any references to harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework. They appear to be related to music, viral trends, and general social media engagement, which are not inherently harmful to minors.",Thursday
7526231835630636310,https://www.tiktok.com/@temp/video/7526231835630636310,logs_c1,"Massive #Yacht Battles Wind & Waves in Poreč, Croatia 🌊⛈️ #croatia  #rain #fypviral",not harmful,"The description refers to a yacht navigating through challenging weather conditions, which does not fall under any of the harmful content categories listed. It is likely intended to showcase the power of nature and the skill of navigating a yacht, without promoting dangerous activities or challenges.",Thursday
7526558288289303831,https://www.tiktok.com/@temp/video/7526558288289303831,logs_c1,Time flies💨,not harmful,"The description ""Time flies💨"" is vague and does not suggest any harmful content related to the provided framework. It is a common phrase that typically refers to the passage of time.",Thursday
7526234388783303958,https://www.tiktok.com/@temp/video/7526234388783303958,logs_c1,Ke fortunaaa tesorjo 🍖 @sirja telhaj,not harmful,The description does not contain any language or references that fall under the harmful content categories listed. It appears to be a playful or humorous statement without context suggesting harm.,Thursday
7525871918826753302,https://www.tiktok.com/@temp/video/7525871918826753302,logs_c1,Non riesco a comprendere tutto questo odio..😞 #rose #blanket #flowers #bouquet #idea #perte,not harmful,"The description expresses confusion about hate but does not promote or depict any harmful content. It includes hashtags related to flowers and gifts, which are not harmful.",Thursday
7526536592266235158,https://www.tiktok.com/@temp/video/7526536592266235158,logs_c1,pt2 @Cristiano🌓 @Fabio Ferrucci,not harmful,"The description appears to be a simple mention of users or creators, likely tagging them in a video. There is no indication of harmful content based on the provided framework.",Thursday
7526615233520061718,https://www.tiktok.com/@temp/video/7526615233520061718,logs_c1,Quando ti ferma la Finanza... ☠️ #anpion98 #motovlog #mt09 #biker #bikersoftiktok #bikelife #divertenti,not harmful,"The description appears to be about a humorous or entertaining encounter with financial authorities, likely related to a motorcycle vlog. It does not suggest any harmful content under the specified framework.",Thursday
7526510817370524950,https://www.tiktok.com/@temp/video/7526510817370524950,logs_c1,,unclear,"I'm sorry, but I need a specific video description to classify it as 'harmful' or 'not harmful'. Please provide the description of the TikTok video you would like me to evaluate.",Thursday
7526590499357052182,https://www.tiktok.com/@temp/video/7526590499357052182,logs_c1,Scambio a mano fuori lo stadio! #concertoultimo,not harmful,"The description refers to meeting up outside a stadium, likely for a concert, and does not contain any references to harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework.",Thursday
7525499368191855894,https://www.tiktok.com/@temp/video/7525499368191855894,logs_c1,31 anni di differenza e sono io la vecchia 🧓 #amore #love #coppia #agegap #couplegoals #boyfriend #fidanzati #fidanzato #oldermen #agegapcouple #AgeGapLove,not harmful,"The description discusses an age gap in a relationship, which is not inherently harmful. It does not promote or depict any harmful behavior or content according to the provided framework.",Thursday
7526494678363950369,https://www.tiktok.com/@temp/video/7526494678363950369,logs_c1,"Queste le prime immagini del piccolo Allen, 5 anni, dopo il ritrovamento. Il bimbo era scomparso lo scorso 11 luglio da un campeggio di Ventimiglia. A trovarlo sono stati Dario Mattiauda e Dario Campione, membri della Protezione civile antincendio boschivo Riviera dei Fiori - Pompeiana.",not harmful,"The description provides information about the safe recovery of a missing child, which is not harmful content. It does not contain any elements from the harmful content framework.",Thursday
7526663027203034390,https://www.tiktok.com/@temp/video/7526663027203034390,logs_c1,"In provincia di Imperia, in Liguria, è spuntata una pianta piuttosto insolita tra la vegetazione dell’area verde accanto al Comando della Polizia Municipale 👮🍁",not harmful,"The description mentions an unusual plant growing near a police station, which does not fall under any of the harmful content categories listed. It does not promote or depict any harmful activities or behaviors.",Thursday
7526570064632483094,https://www.tiktok.com/@temp/video/7526570064632483094,logs_c1,Solo i migliori al #diverlandwaterpark  #fyp #trend #azul @ginevra @beatrice  @Leonardo Monni @tommaso.sardano @tikitok mattia tuveri @Rakele,not harmful,The description appears to be about a visit to a water park and includes hashtags and mentions of friends. There is no indication of harmful content related to the provided framework.,Thursday
7525573634211990817,https://www.tiktok.com/@temp/video/7525573634211990817,logs_c1,"Chilling footage from an old Italian village: the woman dressed in black is about to be possessed by a dark spirit haunting this family home. Suddenly, she levitates while clutching her neck, then is violently thrown across the room by the demon. Family members flee in terror as demonic Latin words echo through the house. Locals say the spirit appeared after the tragic death of the great-grandfather, and it’s been haunting the family ever since. This haunted house holds secrets no one dares uncover. #Paranormal #Possession #HauntedHouse #Evil #horrortok #horror @hailuoai_official",not harmful,"The description is related to paranormal activity and horror themes, which may be frightening but do not fall under the categories of harmful content such as disordered eating, self-harm, or hate speech. It is more aligned with fictional storytelling and entertainment, which is generally not considered harmful for minors.",Thursday
7526086824318553366,https://www.tiktok.com/@temp/video/7526086824318553366,logs_c1,#seguimisevuoi❤️❤️❤️❤️❤️❤️❤️ #seguimisevuoi #seguimi #neiperteeeee #neiperte #xrteee #perte #viralesvideo #viral #virale #voliamo #voliamoneiperte #voliamoneiperteeee #voliamoneiperte✈✈🦁 #voliamoneiperte❤️,not harmful,The description consists of hashtags and emojis that do not indicate any harmful content. There is no mention of any topics related to the harmful content framework.,Thursday
7526964038979341590,https://www.tiktok.com/@temp/video/7526964038979341590,logs_c1,tiktok aiutami😂😂 #fyp #viral #perte #help #lignano,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework. It appears to be a lighthearted or humorous post, as indicated by the use of laughing emojis.",Thursday
7525420247810051350,https://www.tiktok.com/@temp/video/7525420247810051350,logs_c1,"tra biondi c’è intesa, ci capiamo meglio. Questo duo vi piace? 🥰💕 @domenicoespositooo_",not harmful,"The description appears to be about a duo or partnership and does not contain any references to harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework.",Thursday
7525114524895137037,https://www.tiktok.com/@temp/video/7525114524895137037,logs_c1,#travel #thailand #thailandtravel #funny #funnyvideos #creatorsearchinsights,not harmful,"The description is related to travel and humor, with no indication of harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework.",Thursday
7526101249452674326,https://www.tiktok.com/@temp/video/7526101249452674326,logs_c1,L’Amore 🧡,not harmful,"The description ""L’Amore 🧡"" translates to ""Love"" in Italian with a heart emoji, which does not indicate any harmful content under the provided framework.",Thursday
7525877803401907458,https://www.tiktok.com/@temp/video/7525877803401907458,logs_c1,Ma anche dopo un’ora eh… @laurafinozzi,not harmful,"The description does not contain any references to harmful content such as disordered eating, self-harm, dangerous activities, or any other categories listed in the harmful content framework. It appears to be a casual or humorous remark without context indicating harm.",Thursday
7526459933156478230,https://www.tiktok.com/@temp/video/7526459933156478230,logs_c1,Il vento non lo aiutava per niente 🤣@B A G U S,not harmful,"The description appears to be a lighthearted or humorous comment about the wind, with no reference to any harmful content categories such as disordered eating, self-harm, dangerous activities, or any other harmful topics.",Thursday
7527691009958923542,https://www.tiktok.com/@temp/video/7527691009958923542,logs_c1,,unclear,"I'm sorry, but it seems like there is no video description provided for me to classify. Could you please provide the description of the TikTok video you would like me to evaluate?",Thursday
7526122349804915990,https://www.tiktok.com/@temp/video/7526122349804915990,logs_c1,👅👅,not harmful,"The description consists of emoji that do not inherently suggest any harmful content under the provided framework. However, context from the video itself would be necessary to make a more accurate classification.",Thursday
7527402810107759894,https://www.tiktok.com/@temp/video/7527402810107759894,logs_c1,7527255145306950945 7506299734106148118 7526877172607290646 7514779148867456278 7526600044082990349 7515475169922665750 7527234357371637014 7525048311686909206 7526695394533756182 Seguite @Reda su twitch: #ssjreda #clip #fyp #twitch #nikysavage #youreagoodmanarthurmorgan #youragoodmanarthurmorgan #rdr2 #reddeadredemption2 #foryoupage❤️❤️ #fyp #gaming Prendete appunti 📝 #blackops6 #rebirthisland #warzone #mw3 #movment #twitch #cod #warzoneclips #neipertee #callofduty #andiamoneiperte #actvision #reality I love you Scott!❤️😍 |No copyright intended| #perte #mctominay #napoli #nocopyrightinfringementintended #perteeeeeeeeeeeeeeeeee #perteeeeeeeeeeeeeeeeee #perteeeeeeeeeeeeeeeeee #fyppppppppppppppppppppppp #perteeeeeeeeeeeeeeeeee #fyppppppppppppppppppppppp #perteeeeeeeeeeeeeeeeee #perteeeeeeeeeeeeeeeeee #amore #love #passion #conte #winbledon #perteeee #andiamoneiperte #humor #pov #scuola #elementari Seems pretty on point to me 🤷‍♂️#f1 #racing #formula1 #formula1tiktok #f125 #grandprix #simracing #f1racing #f1tiktok #multiplayerracing #jeddahcircuit #saudiarabiagp #lancestroll Parte 4 | Marza racconta storie #marza #storie #scuola #fyp Olivier Giroud saravia funk trend #fyp #giroud #sraviafunk #fyp #football #viral #foru #interestingfacts titanic...,not harmful,"The video descriptions provided are related to gaming, sports, humor, and general entertainment content. There is no indication of harmful content such as disordered eating, self-harm, dangerous activities, nudity, hate speech, or any other categories listed in the harmful content framework.",Thursday
7526220244042534166,https://www.tiktok.com/@temp/video/7526220244042534166,logs_c1,Toglietegli temu Perfavore,not harmful,"The description is in Italian and translates to ""Please remove the theme."" It does not contain any content related to the harmful categories listed.",Thursday
7525775639949937943,https://www.tiktok.com/@temp/video/7525775639949937943,logs_c1,Per la prima volta nella mia carriera ho perso la pazienza 😅 Il contesto non ufficiale me lo permetteva dai…,not harmful,"The description does not reference any harmful content categories such as disordered eating, self-harm, dangerous activities, or any other harmful behavior. It appears to be a light-hearted comment about losing patience in a non-official context, which is not harmful to minors.",Thursday
7526995650865630486,https://www.tiktok.com/@temp/video/7526995650865630486,logs_c1,le cose cambiano con l'educazione,not harmful,"The description translates to ""things change with education,"" which is a positive and non-harmful message promoting the value of education.",Thursday
7527285348062235926,https://www.tiktok.com/@temp/video/7527285348062235926,logs_c1,ig: yvng.deiv | mi sono usciti troppi edit di mike tyson #devvv,not harmful,"The description mentions edits of Mike Tyson, which does not fall under any of the harmful content categories listed. It appears to be related to fan edits or content about a public figure, which is generally not harmful.",Thursday
7526274089372093718,https://www.tiktok.com/@temp/video/7526274089372093718,logs_c1,La parte più bella è stata vedere le loro facce #lego #wedding,not harmful,"The description refers to a wedding and mentions LEGO, which is a toy brand. There is no indication of any harmful content such as disordered eating, self-harm, dangerous activities, or any other harmful categories listed.",Thursday
7525802740962823446,https://www.tiktok.com/@temp/video/7525802740962823446,logs_c1,#dna #moto #motorcycle #motos #motorsport #panigale #ducati #agv #ducaticorse #pirelli #bikersoftiktok #panigalev2 #agv #virale #bikers #bikerlife #bike #biker #suzukigsxr1000 #suzuki #cbr1000rr #bmw #kawasaki #ducati #yamaha #hypermotard950,not harmful,"The description contains hashtags related to motorcycles and motorsports, which do not fall under any of the harmful content categories listed. It appears to be focused on sharing interests in biking and related activities.",Thursday
