link,video_id,harmful,reasoning
https://www.tiktok.com/@temp/video/7525827413977140512,7525827413977140512,harmful,"This description includes hate speech or behavior, as it involves discriminatory actions and statements against a specific national or ethnic group, which can promote hostility and violence."
https://www.tiktok.com/@temp/video/7524943634148478216,7524943634148478216,harmful,"The use of ""Diet"" in conjunction with ""impossible"" and ""challenge"" suggests a potentially harmful disordered eating challenge, which could promote unhealthy eating behaviors or body image issues."
https://www.tiktok.com/@temp/video/7531818494866836758,7531818494866836758,harmful,"The description suggests a scenario involving physical assault (""schiaffeggiatore"" translates to ""slapper""), which falls under the category of Harassment and Bullying. This type of content can be harmful, especially to minors, as it may promote or trivialize violent behavior."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"This description involves a dangerous activity and a tragic accident resulting in death. It could potentially encourage minors to engage in similar risky behavior, such as digging deep holes in the sand, which can be hazardous."
https://www.tiktok.com/@temp/video/7525041874961403138,7525041874961403138,harmful,"The description includes the phrase ""comefregareunapersona"" which translates to ""how to trick a person,"" suggesting deceitful behavior. This could be interpreted as promoting harmful behavior or attitudes, which is not suitable for minors."
https://www.tiktok.com/@temp/video/7525764595445763350,7525764595445763350,harmful,"The phrase ""mi sento male"" translates to ""I feel bad"" in English, which could imply distress or emotional turmoil. This could be related to themes of suicide, self-harm, or mental health struggles, which are considered harmful content, especially for minors."
https://www.tiktok.com/@temp/video/7526635921509190935,7526635921509190935,harmful,"The description implies a reaction to comments about body image, specifically related to breast size and weight, which can contribute to disordered eating and body image issues."
https://www.tiktok.com/@temp/video/7526263941396483350,7526263941396483350,harmful,"This description could imply racial stereotypes or promote racial competition, which falls under hate speech or behavior. It may encourage divisive or harmful attitudes based on race."
https://www.tiktok.com/@temp/video/7524729889195347222,7524729889195347222,harmful,"The mention of ""headshots"" and ""headshotschallenge"" could imply a dangerous activity or challenge, which may encourage risky behavior among viewers, particularly minors."
https://www.tiktok.com/@temp/video/7525573634211990817,7525573634211990817,harmful,"The description contains shocking and graphic content, such as possession, levitation, and violent actions, which could be disturbing to minors. It also promotes fear and superstition, which may not be suitable for younger audiences."
https://www.tiktok.com/@temp/video/7523193591708044566,7523193591708044566,harmful,"The hashtag ""#takemymind"" could be associated with themes of suicide or self-harm, which are harmful for minors to be exposed to."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"This description involves a dangerous activity and a tragic accident resulting in death. It could potentially encourage minors to engage in similar risky behavior, such as digging deep holes in the sand, which can be life-threatening."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"This description involves a dangerous activity and a tragic accident resulting in death. It could be distressing and potentially harmful for minors, as it discusses a fatal incident involving unsafe behavior."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"This description involves a dangerous activity and a tragic accident resulting in death, which can be distressing and potentially harmful for minors to view."
https://www.tiktok.com/@temp/video/7530979068397784342,7530979068397784342,harmful,"The video description promotes bungee jumping, which falls under the category of Dangerous Activity and Challenges. Such content can encourage minors to engage in risky behavior without understanding the potential dangers involved."
https://www.tiktok.com/@temp/video/7531304252568767766,7531304252568767766,harmful,"The description discusses the use of expired food products, which falls under 'Dangerous Activity and Challenges' as it poses a health risk. This content could encourage unsafe practices related to food safety, which is harmful, especially for minors."
https://www.tiktok.com/@temp/video/7532044654527794454,7532044654527794454,harmful,"The description contains references to shocking and graphic content, specifically involving threats of violence and terrorism. This type of content can be distressing and is not suitable for minors."
