link,video_id,harmful,reasoning
https://www.tiktok.com/@temp/video/7525190232023534870,7525190232023534870,harmful,"The description includes references to a car crash, funeral, and dead body, which falls under the category of Shocking and Graphic Content. This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7525881242726812950,7525881242726812950,harmful,"The description refers to a shocking and graphic event involving a fatal accident, which falls under the category of ""Shocking and Graphic Content: Extreme physical fighting + gore, Strong and frightening imagery."" This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7526263941396483350,7526263941396483350,harmful,"This description could imply racial stereotypes or promote racial competition, which can be considered hate speech or behavior."
https://www.tiktok.com/@temp/video/7525573634211990817,7525573634211990817,harmful,"The description contains strong and frightening imagery, which falls under the category of Shocking and Graphic Content. This type of content can be disturbing to minors and is therefore considered harmful."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"The description discusses a dangerous activity that resulted in a fatal accident, which falls under the category of ""Dangerous Activity and Challenges."" This type of content can be harmful to minors as it may encourage them to engage in similar risky behaviors."
https://www.tiktok.com/@temp/video/7525881242726812950,7525881242726812950,harmful,"The description refers to a shocking and graphic event involving a fatal accident, which falls under the category of ""Shocking and Graphic Content: Extreme physical fighting + gore, Strong and frightening imagery."" This type of content can be harmful and distressing, especially for minors."
https://www.tiktok.com/@temp/video/7526263941396483350,7526263941396483350,harmful,"This description could imply racial stereotypes or promote racial competition, which falls under hate speech or behavior."
https://www.tiktok.com/@temp/video/7525573634211990817,7525573634211990817,harmful,"The description contains strong and frightening imagery, which falls under the category of Shocking and Graphic Content. This type of content can be disturbing to minors and is therefore considered harmful."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"This description involves a dangerous activity that resulted in a fatal accident, which falls under the category of Shocking and Graphic Content. It may be distressing or harmful for minors to view."
https://www.tiktok.com/@temp/video/7526635921509190935,7526635921509190935,harmful,"The description contains a sexually suggestive comment about body image, which falls under the category of Mature Themes: Nudity and Body Exposure, Sexually Suggestive Content. This type of content can be harmful to minors."
https://www.tiktok.com/@temp/video/7527707383221521686,7527707383221521686,harmful,"The description contains shocking and graphic content related to a severe vehicle crash and drug use, which can be distressing and inappropriate for minors."
https://www.tiktok.com/@temp/video/7524005368129752342,7524005368129752342,harmful,"The description includes the word ""droga,"" which translates to ""drug"" in English, suggesting a reference to drugs. This falls under the category of Addiction: Drugs, which is harmful content for minors."
https://www.tiktok.com/@temp/video/7525041874961403138,7525041874961403138,harmful,"The hashtag ""comefregareunapersona"" translates to ""how to trick a person,"" which suggests potential misinformation or harmful behavior. This could promote deceitful actions, which is not appropriate for minors."
https://www.tiktok.com/@temp/video/7524044898320928022,7524044898320928022,harmful,"The description suggests a potentially dangerous activity or challenge that could lead to physical harm, such as breaking ribs, which falls under the category of Dangerous Activity and Challenges."
https://www.tiktok.com/@temp/video/7526635921509190935,7526635921509190935,harmful,"The description contains a sexually suggestive comment about body image, which falls under the category of Mature Themes: Nudity and Body Exposure, Sexually Suggestive Content. This type of content can be harmful to minors."
https://www.tiktok.com/@temp/video/7525901699786083606,7525901699786083606,harmful,"The description includes a suggestion of self-harm (""Un piccolo volo dalle scale e… voilà: riposo forzato"") as a means to take a break, which falls under the category of Mental and Behavioural Health: Self-Harm. This could be harmful to minors who might interpret it as a viable option."
https://www.tiktok.com/@temp/video/7525881242726812950,7525881242726812950,harmful,"The description refers to a shocking and graphic incident involving a person being sucked into an airplane turbine, which falls under the category of strong and frightening imagery. This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7526263941396483350,7526263941396483350,harmful,"This description suggests a racial context that could promote stereotypes or racial bias, which falls under hate speech or behavior."
https://www.tiktok.com/@temp/video/7525573634211990817,7525573634211990817,harmful,"The description contains strong and frightening imagery, such as possession, levitation, and violent actions by a demon, which can be disturbing to minors. It falls under the category of Shocking and Graphic Content."
https://www.tiktok.com/@temp/video/7526122349804915990,7526122349804915990,harmful,"The use of tongue emojis can be interpreted as sexually suggestive content, which falls under the category of Mature Themes. This type of content is not suitable for minors."
https://www.tiktok.com/@temp/video/7526263941396483350,7526263941396483350,harmful,"This description could imply racial stereotypes or promote racial competition, which falls under hate speech or behavior. It is important to prevent minors from being exposed to content that could perpetuate racial biases or discrimination."
https://www.tiktok.com/@temp/video/7525881242726812950,7525881242726812950,harmful,"The description refers to a shocking and graphic incident involving a person being sucked into an airplane turbine, which falls under the category of strong and frightening imagery. This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7524729889195347222,7524729889195347222,harmful,"The use of the term ""headshots"" in combination with ""stuntman"" and ""challenge"" suggests a potentially dangerous activity or challenge that could encourage risky behavior, which falls under the category of Dangerous Activity and Challenges."
https://www.tiktok.com/@temp/video/7525573634211990817,7525573634211990817,harmful,"The description contains strong and frightening imagery, which falls under the category of Shocking and Graphic Content. This type of content can be disturbing to minors and is therefore considered harmful."
https://www.tiktok.com/@temp/video/7526122349804915990,7526122349804915990,harmful,"The use of suggestive emojis like the tongue emoji can imply sexually suggestive content, which falls under the category of Mature Themes. This type of content may not be suitable for minors."
https://www.tiktok.com/@temp/video/7525878898891017494,7525878898891017494,harmful,"The description discusses a dangerous activity that resulted in the death of a minor, which falls under the category of shocking and graphic content. This type of content can be distressing and is not suitable for minors."
https://www.tiktok.com/@temp/video/7526635921509190935,7526635921509190935,harmful,"The description implies a potential for body shaming or negative body image discussions, which falls under the category of disordered eating and body image. This could be harmful to minors who are impressionable about body image issues."
https://www.tiktok.com/@temp/video/7525901699786083606,7525901699786083606,harmful,"The description includes a suggestion of engaging in self-harm (""Un piccolo volo dalle scale"") as a means to get a break, even if presented in a joking manner. This could be interpreted as promoting dangerous activity, which is harmful content, especially for minors."
https://www.tiktok.com/@temp/video/7524943634148478216,7524943634148478216,harmful,"The description includes ""#impossible #challenge"" which could imply a dangerous or disordered eating challenge, potentially falling under the category of Mental and Behavioural Health: Disordered Eating and Body Image. This type of content can be harmful to minors."
https://www.tiktok.com/@temp/video/7525827413977140512,7525827413977140512,harmful,"The video description contains hate speech or behavior, as it promotes hostility and discrimination against a specific group based on their nationality and is linked to an ongoing investigation for inciting racial hatred. This type of content can be harmful, especially to minors, as it may encourage similar behavior or attitudes."
https://www.tiktok.com/@temp/video/7526270520975789334,7526270520975789334,harmful,"The phrase ""vedo non vedo"" translates to ""I see, I don't see"" in English and is often used to describe content that is suggestive or teasing in nature, potentially involving nudity or sexually suggestive content. This falls under the category of Mature Themes, which can be harmful for minors."
