link,video_id,harmful,reasoning
https://www.tiktok.com/@temp/video/7246645137130933531,7246645137130933531,harmful,"The description promotes restrictive dieting, which can encourage disordered eating behaviors and negatively impact body image, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7265951551812848928,7265951551812848928,harmful,"The description promotes a highly restrictive diet (GAPS diet) for a child, which can be considered harmful as it may encourage disordered eating patterns and unrealistic dietary expectations, especially for impressionable audiences."
https://www.tiktok.com/@temp/video/7506860766541417774,7506860766541417774,harmful,"Discussing restrictive diets in the context of Binge Eating Disorder (BED) can promote unhealthy eating behaviors and exacerbate disordered eating patterns, which is harmful, especially for minors."
https://www.tiktok.com/@temp/video/7123129590582742278,7123129590582742278,harmful,"The hashtags #dietarestrittiva (restrictive diet) and #abbuffate (binges) suggest content related to disordered eating, which can promote unhealthy body image and eating habits."
https://www.tiktok.com/@temp/video/7480999692629740822,7480999692629740822,harmful,"The description promotes rapid weight loss and focuses on calorie restriction, which can encourage disordered eating behaviors and unhealthy body image, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7505522350360775958,7505522350360775958,harmful,"The description promotes rapid weight loss and may encourage unhealthy dieting practices, which can contribute to disordered eating and body image issues, especially among impressionable audiences such as minors."
https://www.tiktok.com/@temp/video/7339876738077429025,7339876738077429025,harmful,"The description promotes rapid weight loss using a specific supplement, which can encourage unhealthy attitudes towards weight and body image, potentially leading to disordered eating behaviors."
https://www.tiktok.com/@temp/video/7464921100137303298,7464921100137303298,harmful,"Discussing medications for weight loss can promote unhealthy body image and disordered eating behaviors, especially among minors who may be influenced by such content."
https://www.tiktok.com/@temp/video/7458262513440918806,7458262513440918806,harmful,"The description promotes rapid weight loss, which can encourage unhealthy eating habits and body image issues, especially among impressionable audiences such as minors."
https://www.tiktok.com/@temp/video/7526562321343253782,7526562321343253782,harmful,"The description promotes rapid weight loss and may encourage disordered eating behaviors, which can be harmful to minors' body image and health."
https://www.tiktok.com/@temp/video/7377692112726297888,7377692112726297888,harmful,"The video description discusses a cosmetic surgery procedure for ""toebesity,"" which can promote unrealistic body image standards and encourage unnecessary surgical interventions, potentially influencing minors to have negative perceptions of their bodies."
https://www.tiktok.com/@temp/video/7524370437048913174,7524370437048913174,harmful,"The description promotes cosmetic surgery and body modification, which can contribute to unhealthy body image perceptions and pressure to alter one's body to fit certain ideals. This can be harmful, especially to impressionable minors."
https://www.tiktok.com/@temp/video/7405545761762463009,7405545761762463009,harmful,"The description mentions ""dangerous challenges"" which can encourage risky behavior among viewers, particularly minors."
https://www.tiktok.com/@temp/video/6920327799400123650,6920327799400123650,harmful,"The description includes hashtags that suggest dangerous challenges, which can encourage harmful behavior among minors."
https://www.tiktok.com/@temp/video/7246351462740004122,7246351462740004122,harmful,"The description suggests a challenge that involves a dangerous activity, potentially leading to accidents or harm, which is not suitable for minors."
https://www.tiktok.com/@temp/video/7523351367012846870,7523351367012846870,harmful,"The description references the ""Blackout Challenge,"" which is a dangerous activity that can lead to self-harm or even death. This type of content is harmful, especially for minors, as it may encourage them to participate in risky behavior."
https://www.tiktok.com/@temp/video/7404395956147391761,7404395956147391761,harmful,"The description suggests that the video may involve or promote dangerous acts, which could encourage viewers, especially minors, to engage in risky behavior."
https://www.tiktok.com/@temp/video/6921392991865228545,6921392991865228545,harmful,"The description references a dangerous challenge that occurred in Palermo, which could encourage others to engage in similar risky behavior."
https://www.tiktok.com/@temp/video/7449092716434033943,7449092716434033943,harmful,"The video description suggests that it contains stunts or activities that are potentially dangerous and could lead to serious injury or death if imitated, which is harmful content for minors."
https://www.tiktok.com/@temp/video/7227935672307354906,7227935672307354906,harmful,"The description promotes engaging in potentially dangerous activities, such as volcano boarding, which could encourage minors to partake in risky behavior without understanding the potential consequences."
https://www.tiktok.com/@temp/video/7224195005869460762,7224195005869460762,harmful,"The description suggests that the video may involve dangerous rides or activities, which could encourage risky behavior among viewers, particularly minors."
https://www.tiktok.com/@temp/video/7515087693735283990,7515087693735283990,harmful,"The description ""LA DONNA NUDA"" suggests nudity and body exposure, which falls under the 'Nudity and Body Exposure' category of harmful content. This type of content is not suitable for minors."
https://www.tiktok.com/@temp/video/7522448994635615510,7522448994635615510,harmful,"The use of the hashtag ""#nuda"" suggests nudity or body exposure, which is considered harmful content for minors."
https://www.tiktok.com/@temp/video/7510956346385190166,7510956346385190166,harmful,"The description refers to a nudist beach, which involves nudity and body exposure, potentially making it inappropriate for minors."
https://www.tiktok.com/@temp/video/7529237630186310934,7529237630186310934,harmful,"The description suggests nudity in a movie, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
https://www.tiktok.com/@temp/video/7390033245456321824,7390033245456321824,harmful,"The description discusses body exposure leading to insecurities and anxiety, which can contribute to negative body image and disordered eating behaviors, especially in the context of preparing for summer and body appearance."
https://www.tiktok.com/@temp/video/7456437176776150294,7456437176776150294,harmful,"The description suggests content related to children's sexuality, which can be sensitive and potentially harmful if not handled appropriately. It may fall under the category of ""Sexually Suggestive Content"" or ""Nudity and Body Exposure,"" which are not suitable for minors."
https://www.tiktok.com/@temp/video/7519457157436181782,7519457157436181782,harmful,"The description suggests content related to sheer nightwear and lingerie, which may involve nudity or body exposure, making it potentially inappropriate for minors."
https://www.tiktok.com/@temp/video/7524346253841288470,7524346253841288470,harmful,"The use of the word ""SANGUE"" (which means ""blood"" in Italian) and the hashtag could imply shocking and graphic content, which may not be suitable for minors."
https://www.tiktok.com/@temp/video/7512361167239564566,7512361167239564566,harmful,"The description suggests content related to ""Shocking and Graphic Content"" due to the mention of ""Blood Splashing effects,"" which could be disturbing or inappropriate for minors."
https://www.tiktok.com/@temp/video/7388499345856810272,7388499345856810272,harmful,"The suggestion to use menstrual blood for watering plants can be considered shocking and potentially graphic for some viewers, especially minors. Additionally, it may promote unsanitary practices."
https://www.tiktok.com/@temp/video/7514832830648667448,7514832830648667448,harmful,"The description references ""blood"" as food, which can be interpreted as promoting or glorifying self-harm or dangerous behavior, falling under the category of ""Suicide and Self-Harm"" or ""Shocking and Graphic Content"". This type of content can be harmful, especially to impressionable audiences such as minors."
https://www.tiktok.com/@temp/video/7518758867736644872,7518758867736644872,harmful,"The description suggests shocking and graphic content as it involves a tsunami striking unaware beachgoers, which could be distressing or traumatic for viewers, especially minors."
https://www.tiktok.com/@temp/video/7526770716977466679,7526770716977466679,harmful,"The description suggests shocking and graphic content as it involves a tsunami striking unaware beachgoers, which could be distressing or traumatic for viewers, especially minors."
https://www.tiktok.com/@temp/video/7307696561721494815,7307696561721494815,harmful,"The description promotes gambling activities and highlights a significant monetary gain, which can encourage minors to engage in gambling behavior."
https://www.tiktok.com/@temp/video/7381960358648401183,7381960358648401183,harmful,"The video description promotes gambling-related content, which can be harmful to minors by encouraging gambling behavior."
https://www.tiktok.com/@temp/video/7113951307614014725,7113951307614014725,harmful,"The video description includes the hashtag #casino, which suggests content related to gambling. Gambling content can be harmful to minors as it may promote or normalize gambling behavior."
https://www.tiktok.com/@temp/video/7524269726965583126,7524269726965583126,harmful,"The mention of ""casino"" suggests content related to gambling, which can be harmful to minors as it may promote gambling behavior."
https://www.tiktok.com/@temp/video/7495014078922984726,7495014078922984726,harmful,"The video description includes hashtags related to gambling, such as ""casinó"" and ""blackjack,"" which can promote gambling behavior and is considered harmful content, especially for minors."
https://www.tiktok.com/@temp/video/7338417777197436192,7338417777197436192,harmful,"The video description includes multiple references to a casino and gambling-related content, which falls under the category of gambling. This type of content can be harmful to minors as it may promote or normalize gambling behavior."
https://www.tiktok.com/@temp/video/7387770845847997728,7387770845847997728,harmful,"The video description promotes a betting game, which falls under the category of gambling. This type of content can be harmful to minors as it may encourage them to engage in gambling activities."
https://www.tiktok.com/@temp/video/7516855735884565782,7516855735884565782,harmful,"The description discusses gambling, which is considered harmful content as it can promote gambling behavior among minors."
https://www.tiktok.com/@temp/video/7526931755039952151,7526931755039952151,harmful,"The description promotes gambling by providing strategies to find value bets and encourages betting on sports, which can be harmful to minors."
https://www.tiktok.com/@temp/video/7509791721685896470,7509791721685896470,harmful,"The description includes hashtags related to betting and gambling, such as ""#scommessecalcio"" (football bets) and ""#schedinadelgiorno"" (betting slip of the day), which can promote gambling behavior."
https://www.tiktok.com/@temp/video/7471580907594337558,7471580907594337558,harmful,"The video description discusses gambling and suggests a method related to betting, which can be harmful content for minors as it promotes gambling behavior."
