link,video_id,harmful,reasoning
https://www.tiktok.com/@temp/video/7497238138729876767,7497238138729876767,harmful,"The video description includes hashtags related to restrictive diets and low-calorie foods, which can promote disordered eating behaviors and negatively impact body image, especially among minors."
https://www.tiktok.com/@temp/video/7448782139711245614,7448782139711245614,harmful,"The description promotes the idea of cutting out significant portions of one's diet, which can encourage restrictive eating behaviors and contribute to disordered eating patterns. This type of content can be harmful, especially to impressionable audiences such as minors."
https://www.tiktok.com/@temp/video/7123129590582742278,7123129590582742278,harmful,"The description includes hashtags like #dietarestrittiva (restrictive diet) and #abbuffate (binges), which can promote unhealthy eating behaviors and body image issues."
https://www.tiktok.com/@temp/video/7480999692629740822,7480999692629740822,harmful,"The description promotes rapid weight loss and focuses on achieving a ""flat stomach"" and ""quick weight loss,"" which can encourage unhealthy body image and disordered eating behaviors, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7505522350360775958,7505522350360775958,harmful,"This video description promotes rapid weight loss, which can be associated with disordered eating and body image issues. It suggests losing a significant amount of weight in a short period, which may encourage unhealthy dieting practices and unrealistic body standards, potentially harmful to minors."
https://www.tiktok.com/@temp/video/7458262513440918806,7458262513440918806,harmful,"The description promotes rapid weight loss, which can encourage unhealthy eating habits and body image issues, especially among impressionable audiences such as minors."
https://www.tiktok.com/@temp/video/7339876738077429025,7339876738077429025,harmful,"The description promotes rapid weight loss using a specific supplement, which can encourage unhealthy attitudes towards weight and body image, especially among minors."
https://www.tiktok.com/@temp/video/7500312114255416598,7500312114255416598,harmful,"The video description includes hashtags related to weight loss and body image, such as ""perderepeso"" (lose weight) and ""panciapiatta"" (flat stomach), which can promote disordered eating and body image issues. This type of content can be harmful, especially to minors, as it may encourage unhealthy attitudes towards body image and weight loss."
https://www.tiktok.com/@temp/video/7526562321343253782,7526562321343253782,harmful,"The video promotes rapid weight loss and potentially unhealthy dieting practices, which can encourage disordered eating behaviors and negatively impact body image, especially among impressionable minors."
https://www.tiktok.com/@temp/video/7424548974671039776,7424548974671039776,harmful,"The description discusses starting cosmetic surgery at a young age and implies excessive use, which can promote disordered body image and potentially encourage minors to consider unnecessary or excessive cosmetic procedures."
https://www.tiktok.com/@temp/video/7405545761762463009,7405545761762463009,harmful,"The description mentions ""dangerous challenges"" which can encourage risky behavior among viewers, particularly minors."
https://www.tiktok.com/@temp/video/7246351462740004122,7246351462740004122,harmful,"The description suggests a challenge that involves a dangerous activity, potentially leading to accidents or harm, which is not suitable for minors."
https://www.tiktok.com/@temp/video/7484251141031660808,7484251141031660808,harmful,"The description references ""The Gauntlet Challenge,"" which is often associated with dangerous or disturbing content, including gore, which can be harmful for minors."
https://www.tiktok.com/@temp/video/7523351367012846870,7523351367012846870,harmful,"The description references the ""Blackout Challenge,"" which is a dangerous activity that can lead to self-harm or even death. This type of content is harmful, especially for minors, as it may encourage them to participate in risky behavior."
https://www.tiktok.com/@temp/video/7350377719894527262,7350377719894527262,harmful,"The description references ""dangerous challenges,"" which could encourage viewers, especially minors, to engage in or seek out risky behaviors that could harm them."
https://www.tiktok.com/@temp/video/7199644778131131654,7199644778131131654,harmful,"The description mentions a specific challenge, #cicatricefrancese, that is described as very dangerous and involves adolescents. This falls under the category of dangerous activities and challenges, which can be harmful to minors."
https://www.tiktok.com/@temp/video/7424838932812057889,7424838932812057889,harmful,"The description promotes a dangerous challenge involving inhaling toxic substances, which poses significant health risks and encourages harmful behavior, especially among minors."
https://www.tiktok.com/@temp/video/7449092716434033943,7449092716434033943,harmful,"The video description includes a disclaimer warning against attempting the actions depicted, indicating that the content involves potentially dangerous activities or stunts that could lead to serious injury or death if imitated. This type of content can be harmful, especially to minors who may not fully understand the risks involved."
https://www.tiktok.com/@temp/video/7181890581570931974,7181890581570931974,harmful,"The description suggests a tragic event occurred during a rally race, which could involve graphic or distressing content related to accidents or injuries, making it potentially harmful for minors."
https://www.tiktok.com/@temp/video/7526669250795228438,7526669250795228438,harmful,"The description suggests nudity, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
https://www.tiktok.com/@temp/video/7529237630186310934,7529237630186310934,harmful,"The description suggests nudity in a movie, which falls under the category of nudity and body exposure, making it potentially harmful for minors."
https://www.tiktok.com/@temp/video/7526083151249116418,7526083151249116418,harmful,"The description suggests nudity, which falls under the category of nudity and body exposure, making it potentially inappropriate for minors."
https://www.tiktok.com/@temp/video/7236105466164645125,7236105466164645125,harmful,"The description references a ""nudebeach,"" which implies nudity and body exposure, potentially exposing minors to inappropriate content."
https://www.tiktok.com/@temp/video/7449324123953614102,7449324123953614102,harmful,"The description suggests content related to human body exposition, which could involve nudity or inappropriate exposure, making it potentially harmful for minors."
https://www.tiktok.com/@temp/video/7456437176776150294,7456437176776150294,harmful,"The description suggests content related to children's sexuality, which can be sensitive and potentially harmful if not handled appropriately. It may fall under the category of ""Sexually Suggestive Content"" or ""Nudity and Body Exposure,"" especially if the content is not educational and age-appropriate."
https://www.tiktok.com/@temp/video/7446890096579579158,7446890096579579158,harmful,"This description suggests nudity or body exposure, which falls under the 'Nudity and Body Exposure' category, making it potentially harmful for minors."
https://www.tiktok.com/@temp/video/7512435343321238806,7512435343321238806,harmful,"The description references a sex scene, which falls under ""Sexually Suggestive Content."" This type of content can be considered harmful for minors as it may not be appropriate for their age group."
https://www.tiktok.com/@temp/video/7181095553269337350,7181095553269337350,harmful,"The description contains sexually suggestive content, which can be inappropriate for minors."
https://www.tiktok.com/@temp/video/7471361471998463254,7471361471998463254,harmful,"The description includes sexually suggestive content, which can be inappropriate for minors. The use of terms related to sexual health and pleasure, such as ""prostata,"" ""stimolatore,"" and ""strapon,"" suggests content that may not be suitable for a younger audience."
https://www.tiktok.com/@temp/video/7445329292248010006,7445329292248010006,harmful,"This description discusses prescription medication for erectile dysfunction and suggests natural solutions, which could be misleading or encourage self-medication without professional guidance. It also includes a phone number for contact, which could be considered a solicitation for services. This falls under the category of 'Integrity and Authenticity' as it may promote unverified health advice."
https://www.tiktok.com/@temp/video/7528685120945966358,7528685120945966358,harmful,"The description suggests the video contains blood splashing effects, which can be considered graphic and potentially disturbing for minors."
https://www.tiktok.com/@temp/video/7388499345856810272,7388499345856810272,harmful,"The video description suggests using menstrual blood for watering plants, which could be considered shocking and graphic content. This type of content may not be suitable for minors and could promote unsafe practices."
https://www.tiktok.com/@temp/video/7512428625761717535,7512428625761717535,harmful,"Even though the props and weapons are fake, promoting knife fight choreography can encourage dangerous behavior and challenges, which could be harmful to minors."
https://www.tiktok.com/@temp/video/7237447566755974426,7237447566755974426,harmful,"The video description promotes the idea of establishing casinos, which falls under the category of gambling. This type of content can be harmful to minors as it may encourage gambling behavior."
https://www.tiktok.com/@temp/video/7530695445505494294,7530695445505494294,harmful,"The video description discusses ""Crazy Time,"" which is a casino game, and mentions ""betting"" and ""casino,"" indicating content related to gambling. This type of content can be harmful to minors as it may promote gambling behavior."
https://www.tiktok.com/@temp/video/7506163301282237718,7506163301282237718,harmful,"The description includes hashtags related to casinos and gambling, which can be harmful content for minors as it promotes gambling activities."
https://www.tiktok.com/@temp/video/7529078078971170070,7529078078971170070,harmful,"The video description promotes gambling, which is considered harmful content under the 'Gambling' category. This type of content can be inappropriate for minors as it may encourage gambling behavior."
https://www.tiktok.com/@temp/video/7530202101276740866,7530202101276740866,harmful,"The video description promotes casino-related content, which falls under the category of gambling. This type of content can be harmful to minors as it may encourage gambling behavior."
https://www.tiktok.com/@temp/video/7526167574497856790,7526167574497856790,harmful,"The video description includes references to gambling, such as ""ludopatia"" (which means gambling addiction in Italian), ""casinò,"" and ""roulette."" This falls under the 'Gambling' category, which is considered harmful content, especially for minors."
https://www.tiktok.com/@temp/video/7427292200762920225,7427292200762920225,harmful,"The phrase ""NON GIOCATE"" translates to ""DO NOT PLAY"" in English, which could potentially relate to gambling. Since gambling is listed under the harmful content framework, this description could be considered harmful to minors."
https://www.tiktok.com/@temp/video/7500547339354983702,7500547339354983702,harmful,"The mention of ""casino"" suggests content related to gambling, which is considered harmful for minors under the Gambling category."
https://www.tiktok.com/@temp/video/7471580907594337558,7471580907594337558,harmful,"The video description discusses gambling and suggests a method related to betting, which falls under the 'Gambling' category. This type of content can be harmful to minors as it may encourage gambling behavior."
https://www.tiktok.com/@temp/video/7516855735884565782,7516855735884565782,harmful,"The video description references gambling (""scommessa da 10€"") which falls under the 'Gambling' category of harmful content. This could potentially promote gambling behavior among minors."
https://www.tiktok.com/@temp/video/7498811585343933718,7498811585343933718,harmful,"The video description discusses gambling, which is a topic that can be harmful to minors. It highlights the risks associated with online gambling, which falls under the 'Gambling' category of harmful content."
https://www.tiktok.com/@temp/video/7497615059464572182,7497615059464572182,harmful,"The description promotes sports betting and gambling, which is considered harmful content, especially for minors, as it can encourage addictive behavior and financial risk."
https://www.tiktok.com/@temp/video/7523950449800596758,7523950449800596758,harmful,"The video description promotes gambling, which is considered harmful content as it can encourage minors to engage in gambling activities."
https://www.tiktok.com/@temp/video/7483143172424568086,7483143172424568086,harmful,"The video description includes hashtags related to gambling (""#scommessecalcio"" and ""#planetwin365""), which falls under the 'Gambling' category. This type of content can be harmful to minors as it may promote gambling behavior."
https://www.tiktok.com/@temp/video/7499929745602252054,7499929745602252054,harmful,"The description discusses substance abuse and addiction, which falls under the category of harmful content related to drugs. It could potentially influence minors by normalizing or trivializing drug use."
https://www.tiktok.com/@temp/video/7520917355132718358,7520917355132718358,harmful,"The hashtags suggest a discussion about substances and dependency, which could involve drugs or alcohol, potentially exposing minors to harmful content related to substance abuse."
https://www.tiktok.com/@temp/video/7512367388290157846,7512367388290157846,harmful,"The description discusses drug consumption among young people, which falls under the category of content related to drugs. This type of content can be harmful to minors as it may influence or normalize drug use."
https://www.tiktok.com/@temp/video/7180313738807905542,7180313738807905542,harmful,"The description suggests content related to tobacco, which falls under the category of ""Alcohol, Tobacco, and Drugs."" This type of content can be harmful, especially to minors, as it may promote or normalize the use of tobacco products."
https://www.tiktok.com/@temp/video/7509247677180267798,7509247677180267798,harmful,"The hashtag ""alcol"" suggests the video may involve alcohol, which is considered harmful content for minors."
https://www.tiktok.com/@temp/video/7518006962731191574,7518006962731191574,harmful,"The description suggests a constant association with drinking, which promotes alcohol consumption and could be harmful, especially to minors."
https://www.tiktok.com/@temp/video/7244643307052191002,7244643307052191002,harmful,"The description includes references to alcohol consumption and potentially promotes excessive drinking, which falls under the 'Alcohol, Tobacco, and Drugs' category. This could be harmful to minors as it may encourage underage drinking or irresponsible alcohol use."
